og	file	panel_id	status	error	n_taxa_raw	n_taxa_metadata	n_ref	aln_len	n_sites_scanned	n_sites_biallelic	n_sites_pass	best_score
OG10016	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10016.fasta	P3_subregion_within_asia	ok		350	348	213	588	588	197	120	0.0932064748088487
OG10017	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10017.fasta	P3_subregion_within_asia	ok		350	348	213	501	501	57	35	0.0370780298837853
OG10018	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10018.fasta	P3_subregion_within_asia	ok		351	349	214	426	426	69	49	0.0789089761215674
OG10019	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10019.fasta	P3_subregion_within_asia	ok		352	350	213	528	528	133	76	0.103321220443835
OG1002	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1002.fasta	P3_subregion_within_asia	ok		352	350	214	3816	3816	534	316	0.0717536278259773
OG10020	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10020.fasta	P3_subregion_within_asia	ok		351	349	213	480	480	76	48	0.056286165176223
OG10021	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10021.fasta	P3_subregion_within_asia	ok		354	352	215	699	699	19	14	0.0857524580794655
OG10022	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10022.fasta	P3_subregion_within_asia	ok		348	346	213	444	444	72	46	0.0976553940544883
OG10023	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10023.fasta	P3_subregion_within_asia	ok		349	347	213	441	441	37	24	0.0136570561456753
OG10024	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10024.fasta	P3_subregion_within_asia	ok		351	349	215	528	528	113	73	0.0692373185151974
OG10025	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10025.fasta	P3_subregion_within_asia	ok		352	350	214	444	444	65	44	0.0366265711582646
OG10026	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10026.fasta	P3_subregion_within_asia	ok		354	352	215	606	606	24	12	0.0134735458429182
OG10027	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10027.fasta	P3_subregion_within_asia	ok		350	348	213	591	591	145	87	0.0823276282314987
OG10028	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10028.fasta	P3_subregion_within_asia	ok		351	349	215	426	426	21	9	0.0128205128205128
OG10029	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10029.fasta	P3_subregion_within_asia	ok		353	351	215	627	627	179	105	0.0798491643369326
OG1003	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1003.fasta	P3_subregion_within_asia	ok		351	349	214	3861	3861	530	323	0.0857301202034077
OG10030	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10030.fasta	P3_subregion_within_asia	ok		353	351	214	447	447	36	20	0.082542360725544
OG10031	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10031.fasta	P3_subregion_within_asia	ok		350	348	214	486	486	64	46	0.0460722041806351
OG10032	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10032.fasta	P3_subregion_within_asia	ok		351	349	214	441	441	68	37	0.0699166132135985
OG10033	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10033.fasta	P3_subregion_within_asia	ok		351	349	213	528	528	128	65	0.0496377783740274
OG10034	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10034.fasta	P3_subregion_within_asia	ok		351	349	213	450	450	39	23	0.0434903625356621
OG10035	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10035.fasta	P3_subregion_within_asia	ok		349	347	213	459	459	29	11	0.065034725163394
OG10036	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10036.fasta	P3_subregion_within_asia	ok		351	349	214	546	546	100	66	0.128127696222273
OG10037	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10037.fasta	P3_subregion_within_asia	ok		350	348	214	432	432	60	36	0.0631907055823179
OG10038	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10038.fasta	P3_subregion_within_asia	ok		351	349	213	477	477	60	34	0.0417142376873718
OG10039	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10039.fasta	P3_subregion_within_asia	ok		351	349	214	432	432	19	10	0.0307406643284506
OG1004	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1004.fasta	P3_subregion_within_asia	ok		349	347	213	3645	3645	376	246	0.0976553940544883
OG10040	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10040.fasta	P3_subregion_within_asia	ok		351	349	214	516	516	103	63	0.108296406180117
OG10041	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10041.fasta	P3_subregion_within_asia	ok		351	349	213	711	711	128	78	0.14314884492221
OG10042	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10042.fasta	P3_subregion_within_asia	ok		353	351	214	549	549	45	22	0.0343998889180151
OG10043	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10043.fasta	P3_subregion_within_asia	ok		351	349	213	450	450	39	20	0.107246376811594
OG10044	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10044.fasta	P3_subregion_within_asia	ok		351	349	213	588	588	125	78	0.048332158823348
OG10045	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10045.fasta	P3_subregion_within_asia	ok		349	347	213	438	438	28	18	0.0253021947400161
OG10046	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10046.fasta	P3_subregion_within_asia	ok		350	348	214	507	507	73	44	0.104639412353872
OG10047	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10047.fasta	P3_subregion_within_asia	ok		349	347	213	489	489	108	61	0.0492318104906937
OG10048	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10048.fasta	P3_subregion_within_asia	ok		351	349	214	426	426	35	24	0.0648769574944072
OG10049	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10049.fasta	P3_subregion_within_asia	ok		353	351	214	534	534	166	109	0.0669576065190197
OG1005	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1005.fasta	P3_subregion_within_asia	ok		352	350	213	3699	3699	568	350	0.348677407239532
OG10050	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10050.fasta	P3_subregion_within_asia	ok		351	349	214	432	432	37	17	0.0253916801728795
OG10051	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10051.fasta	P3_subregion_within_asia	ok		354	352	215	477	477	82	51	0.0514096185737977
OG10052	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10052.fasta	P3_subregion_within_asia	ok		351	349	214	438	438	24	16	0.0704610316261661
OG10053	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10053.fasta	P3_subregion_within_asia	ok		350	348	214	471	471	77	46	0.112047925449301
OG10054	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10054.fasta	P3_subregion_within_asia	ok		349	347	213	423	423	27	22	0.0869800167210473
OG10055	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10055.fasta	P3_subregion_within_asia	ok		352	350	215	495	495	72	47	0.0607112750096233
OG10056	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10056.fasta	P3_subregion_within_asia	ok		351	349	214	462	462	72	41	0.0370780298837853
OG10057	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10057.fasta	P3_subregion_within_asia	ok		353	351	215	486	486	125	76	0.0616382806163828
OG10058	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10058.fasta	P3_subregion_within_asia	ok		349	347	213	492	492	140	85	0.0774925519173868
OG10059	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10059.fasta	P3_subregion_within_asia	ok		351	349	215	447	447	98	57	0.0558459422283356
OG1006	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1006.fasta	P3_subregion_within_asia	ok		352	350	214	3789	3789	607	386	0.0942847421651839
OG10060	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10060.fasta	P3_subregion_within_asia	ok		351	349	214	462	462	117	78	0.113362741583364
OG10061	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10061.fasta	P3_subregion_within_asia	ok		349	347	213	522	522	132	94	0.077995179688913
OG10062	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10062.fasta	P3_subregion_within_asia	ok		350	348	213	471	471	105	71	0.10480670292518
OG10063	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10063.fasta	P3_subregion_within_asia	ok		351	349	213	441	441	67	44	0.124956832085204
OG10064	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10064.fasta	P3_subregion_within_asia	ok		351	349	215	450	450	70	47	0.0557489416930981
OG10065	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10065.fasta	P3_subregion_within_asia	ok		349	347	213	444	444	55	21	0.0555081127241674
OG10066	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10066.fasta	P3_subregion_within_asia	ok		350	348	214	429	429	99	64	0.100017024413279
OG10067	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10067.fasta	P3_subregion_within_asia	ok		351	349	214	432	432	58	44	0.0854236098930012
OG10068	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10068.fasta	P3_subregion_within_asia	ok		352	350	214	471	471	97	68	0.0743832791952881
OG10069	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10069.fasta	P3_subregion_within_asia	ok		352	350	214	525	525	105	80	0.0857129915862371
OG1007	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1007.fasta	P3_subregion_within_asia	ok		350	348	213	3786	3786	502	328	0.115146979565424
OG10070	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10070.fasta	P3_subregion_within_asia	ok		352	350	214	471	471	103	57	0.0976553940544883
OG10071	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10071.fasta	P3_subregion_within_asia	ok		349	347	213	471	471	65	32	0.148713964741741
OG10072	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10072.fasta	P3_subregion_within_asia	ok		351	349	214	459	459	82	57	0.0834649738168391
OG10073	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10073.fasta	P3_subregion_within_asia	ok		351	349	213	459	459	52	28	0.0370081408744401
OG10074	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10074.fasta	P3_subregion_within_asia	ok		353	351	215	948	948	122	63	0.0447402166885184
OG10075	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10075.fasta	P3_subregion_within_asia	ok		350	348	214	435	435	45	24	0.0134735458429182
OG10076	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10076.fasta	P3_subregion_within_asia	ok		352	350	214	534	534	75	46	0.0495626020952308
OG10077	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10077.fasta	P3_subregion_within_asia	ok		351	349	214	471	471	84	49	0.081229366999244
OG10078	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10078.fasta	P3_subregion_within_asia	ok		353	351	215	696	696	135	105	0.107216516849834
OG10079	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10079.fasta	P3_subregion_within_asia	ok		353	351	215	759	759	195	115	0.0851476041882798
OG1008	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1008.fasta	P3_subregion_within_asia	ok		352	350	213	4101	4101	585	363	0.107352667057022
OG10080	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10080.fasta	P3_subregion_within_asia	ok		353	351	215	441	441	68	36	0.0572610657849118
OG10081	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10081.fasta	P3_subregion_within_asia	ok		349	347	213	501	501	92	50	0.101438528023425
OG10082	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10082.fasta	P3_subregion_within_asia	ok		352	350	215	435	435	57	33	0.0631907055823179
OG10083	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10083.fasta	P3_subregion_within_asia	ok		350	348	214	438	438	18	12	0.0180658873538789
OG10084	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10084.fasta	P3_subregion_within_asia	ok		350	348	214	498	498	54	37	0.055783666391303
OG10085	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10085.fasta	P3_subregion_within_asia	ok		351	349	214	441	441	55	32	0.0905923344947735
OG10086	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10086.fasta	P3_subregion_within_asia	ok		352	350	214	429	429	48	29	0.0773068874505357
OG10087	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10087.fasta	P3_subregion_within_asia	ok		352	350	215	462	462	53	41	0.0482735216764232
OG10088	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10088.fasta	P3_subregion_within_asia	ok		352	350	215	429	429	16	9	0.0180658873538789
OG10089	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10089.fasta	P3_subregion_within_asia	ok		351	349	214	597	597	84	47	0.110597747617673
OG1009	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1009.fasta	P3_subregion_within_asia	ok		350	348	213	3612	3612	208	132	0.122364710857706
OG10090	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10090.fasta	P3_subregion_within_asia	ok		350	348	213	441	441	81	53	0.0580881454910278
OG10091	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10091.fasta	P3_subregion_within_asia	ok		353	351	215	471	471	134	76	0.136985403674225
OG10092	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10092.fasta	P3_subregion_within_asia	ok		351	349	215	480	480	78	44	0.0631907055823179
OG10093	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10093.fasta	P3_subregion_within_asia	ok		350	348	213	432	432	42	21	0.0134735458429182
OG10094	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10094.fasta	P3_subregion_within_asia	ok		349	347	213	453	453	58	32	0.0443943341594667
OG10095	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10095.fasta	P3_subregion_within_asia	ok		351	349	213	573	573	131	76	0.0411328388401888
OG10096	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10096.fasta	P3_subregion_within_asia	ok		349	347	213	465	465	55	38	0.596244131455399
OG10097	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10097.fasta	P3_subregion_within_asia	ok		350	348	214	438	438	97	65	0.065930042047911
OG10098	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10098.fasta	P3_subregion_within_asia	ok		350	348	214	444	444	68	41	0.0914765151432307
OG10099	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10099.fasta	P3_subregion_within_asia	ok		351	349	214	462	462	76	50	0.0624048706240487
OG101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG101.fasta	P3_subregion_within_asia	ok		352	350	214	9387	9387	1807	1144	0.101327377915958
OG1010	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1010.fasta	P3_subregion_within_asia	ok		351	349	213	3789	3789	762	463	0.364942571403363
OG10100	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10100.fasta	P3_subregion_within_asia	ok		352	350	214	495	495	166	93	0.103458171904147
OG10101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10101.fasta	P3_subregion_within_asia	ok		350	348	213	621	621	133	86	0.0850421243487415
OG10102	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10102.fasta	P3_subregion_within_asia	ok		350	348	214	504	504	88	49	0.0307406643284506
