og	file	panel_id	status	error	n_taxa_raw	n_taxa_metadata	n_ref	aln_len	n_sites_scanned	n_sites_biallelic	n_sites_pass	best_score
OG1004	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1004.fasta	P2_subregion_within_africa	ok		349	347	105	3645	3645	62	48	0.146841673502871
OG10040	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10040.fasta	P2_subregion_within_africa	ok		351	349	105	516	516	26	23	0.333333333333333
OG10041	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10041.fasta	P2_subregion_within_africa	ok		351	349	105	711	711	19	16	0.181818181818182
OG10042	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10042.fasta	P2_subregion_within_africa	ok		353	351	105	549	549	5	3	0.235254548255529
OG10043	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10043.fasta	P2_subregion_within_africa	ok		351	349	105	450	450	3	2	0.0111821086261981
OG10044	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10044.fasta	P2_subregion_within_africa	ok		351	349	105	588	588	22	21	0.181818181818182
OG10045	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10045.fasta	P2_subregion_within_africa	ok		349	347	105	438	438	8	7	0.181818181818182
OG10046	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10046.fasta	P2_subregion_within_africa	ok		350	348	105	507	507	17	14	0.276381909547739
OG10047	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10047.fasta	P2_subregion_within_africa	ok		349	347	105	489	489	25	20	0.28
OG10048	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10048.fasta	P2_subregion_within_africa	ok		351	349	105	426	426	6	5	0.142857142857143
OG10049	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10049.fasta	P2_subregion_within_africa	ok		353	351	105	534	534	36	30	0.229901269393512
OG1005	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1005.fasta	P2_subregion_within_africa	ok		352	350	105	3699	3699	154	130	0.468277945619335
OG10050	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10050.fasta	P2_subregion_within_africa	ok		351	349	105	432	432	5	4	0.00821789152383189
OG10051	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10051.fasta	P2_subregion_within_africa	ok		354	352	105	477	477	41	27	0.253263707571802
OG10052	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10052.fasta	P2_subregion_within_africa	ok		351	349	105	438	438	2	2	0.144218047102408
OG10053	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10053.fasta	P2_subregion_within_africa	ok		350	348	105	471	471	14	10	0.181818181818182
OG10054	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10054.fasta	P2_subregion_within_africa	ok		349	347	105	423	423	6	4	0.28
OG10055	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10055.fasta	P2_subregion_within_africa	ok		352	350	105	495	495	14	14	0.190031152647975
OG10056	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10056.fasta	P2_subregion_within_africa	ok		351	349	105	462	462	25	21	0.208809590186786
OG10057	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10057.fasta	P2_subregion_within_africa	ok		353	351	105	486	486	40	33	0.216284987277354
OG10058	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10058.fasta	P2_subregion_within_africa	ok		349	347	105	492	492	67	49	0.229901269393512
OG10059	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10059.fasta	P2_subregion_within_africa	ok		351	349	105	447	447	28	26	0.253263707571802
OG1006	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1006.fasta	P2_subregion_within_africa	ok		352	350	105	3789	3789	175	142	0.438202247191011
OG10060	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10060.fasta	P2_subregion_within_africa	ok		351	349	105	462	462	30	25	0.181818181818182
OG10061	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10061.fasta	P2_subregion_within_africa	ok		349	347	105	522	522	36	30	0.537004559803578
OG10062	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10062.fasta	P2_subregion_within_africa	ok		350	348	105	471	471	33	26	0.146841673502871
OG10063	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10063.fasta	P2_subregion_within_africa	ok		351	349	105	441	441	19	16	0.209969027410543
OG10064	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10064.fasta	P2_subregion_within_africa	ok		351	349	105	450	450	10	7	0.204288188923596
OG10065	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10065.fasta	P2_subregion_within_africa	ok		349	347	105	444	444	7	6	0.122715404699739
OG10066	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10066.fasta	P2_subregion_within_africa	ok		350	348	105	429	429	31	28	0.517292542924864
OG10067	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10067.fasta	P2_subregion_within_africa	ok		351	349	105	432	432	12	11	0.142857142857143
OG10068	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10068.fasta	P2_subregion_within_africa	ok		352	350	105	471	471	25	25	0.438202247191011
OG10069	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10069.fasta	P2_subregion_within_africa	ok		352	350	105	525	525	80	70	0.28
OG1007	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1007.fasta	P2_subregion_within_africa	ok		350	348	105	3786	3786	118	93	0.269097654009131
OG10070	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10070.fasta	P2_subregion_within_africa	ok		352	350	105	471	471	28	25	0.248468460128293
OG10071	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10071.fasta	P2_subregion_within_africa	ok		349	347	105	471	471	10	8	0.28
OG10072	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10072.fasta	P2_subregion_within_africa	ok		351	349	105	459	459	31	27	0.165006729475101
OG10073	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10073.fasta	P2_subregion_within_africa	ok		351	349	105	459	459	13	11	0.28
OG10074	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10074.fasta	P2_subregion_within_africa	ok		353	351	105	948	948	55	40	0.513513513513514
OG10075	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10075.fasta	P2_subregion_within_africa	ok		350	348	105	435	435	6	5	0.248208337539114
OG10076	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10076.fasta	P2_subregion_within_africa	ok		352	350	105	534	534	7	3	0.00561948312385065
OG10077	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10077.fasta	P2_subregion_within_africa	ok		351	349	105	471	471	17	17	0.273523636912853
OG10078	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10078.fasta	P2_subregion_within_africa	ok		353	351	105	696	696	80	70	0.28
OG10079	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10079.fasta	P2_subregion_within_africa	ok		353	351	105	759	759	104	89	0.333333333333333
OG1008	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1008.fasta	P2_subregion_within_africa	ok		352	350	105	4101	4101	141	114	0.389830508474576
OG10080	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10080.fasta	P2_subregion_within_africa	ok		353	351	105	441	441	20	18	0.376770538243626
OG10081	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10081.fasta	P2_subregion_within_africa	ok		349	347	105	501	501	25	21	0.438202247191011
OG10082	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10082.fasta	P2_subregion_within_africa	ok		352	350	105	435	435	15	12	0.28
OG10083	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10083.fasta	P2_subregion_within_africa	no_snp_pass		350	348	105	438	438	2	0	
OG10084	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10084.fasta	P2_subregion_within_africa	ok		350	348	105	498	498	9	7	0.0599187750544726
OG10085	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10085.fasta	P2_subregion_within_africa	ok		351	349	105	441	441	10	6	0.0873634945397816
OG10086	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10086.fasta	P2_subregion_within_africa	ok		352	350	105	429	429	7	5	0.178878376677801
OG10087	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10087.fasta	P2_subregion_within_africa	ok		352	350	105	462	462	17	12	0.276381909547739
OG10088	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10088.fasta	P2_subregion_within_africa	no_snp_pass		352	350	105	429	429	4	0	
OG10089	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10089.fasta	P2_subregion_within_africa	ok		351	349	105	597	597	9	9	0.468012953684468
OG1009	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1009.fasta	P2_subregion_within_africa	ok		350	348	105	3612	3612	26	17	0.319793876932404
OG10090	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10090.fasta	P2_subregion_within_africa	ok		350	348	105	441	441	21	20	0.255854293148309
OG10091	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10091.fasta	P2_subregion_within_africa	ok		353	351	105	471	471	50	44	0.276381909547739
OG10092	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10092.fasta	P2_subregion_within_africa	ok		351	349	105	480	480	15	15	0.326686004350979
OG10093	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10093.fasta	P2_subregion_within_africa	ok		350	348	105	432	432	4	4	0.0564334085778781
OG10094	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10094.fasta	P2_subregion_within_africa	ok		349	347	105	453	453	6	4	0.0420881728487573
OG10095	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10095.fasta	P2_subregion_within_africa	ok		351	349	105	573	573	23	21	0.5625
OG10096	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10096.fasta	P2_subregion_within_africa	ok		349	347	105	465	465	5	2	0.0136438345487191
OG10097	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10097.fasta	P2_subregion_within_africa	ok		350	348	105	438	438	32	28	0.0723608200814673
OG10098	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10098.fasta	P2_subregion_within_africa	ok		350	348	105	444	444	20	13	0.231904626738575
OG10099	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10099.fasta	P2_subregion_within_africa	ok		351	349	105	462	462	26	23	0.513513513513514
OG101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG101.fasta	P2_subregion_within_africa	ok		352	350	105	9387	9387	467	406	0.513513513513514
OG1010	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1010.fasta	P2_subregion_within_africa	ok		351	349	105	3789	3789	148	108	0.468277945619335
OG10100	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10100.fasta	P2_subregion_within_africa	ok		352	350	105	495	495	40	35	0.181818181818182
OG10101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10101.fasta	P2_subregion_within_africa	ok		350	348	105	621	621	30	26	0.28
OG10102	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10102.fasta	P2_subregion_within_africa	ok		350	348	105	504	504	13	12	0.199373529085675
OG10103	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10103.fasta	P2_subregion_within_africa	ok		354	352	105	645	645	25	23	0.333333333333333
