og	file	status	fail_reason	n_taxa	n_metadata_taxa	aln_len	mean_nonmissing_frac	mean_ambig_frac	n_pops_total	n_pops_passing_occupancy	frac_pops_passing_occupancy
OG10034	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10034.fasta	PASS		351	349	450	0.99401464501751	0	36	36	1
OG10035	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10035.fasta	PASS		349	347	459	0.996691215711389	0	36	36	1
OG10036	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10036.fasta	PASS		351	349	546	0.982771287928881	0	36	36	1
OG10037	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10037.fasta	PASS		350	348	432	0.995696306939123	0	36	36	1
OG10038	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10038.fasta	PASS		351	349	477	0.991608248785088	0	36	36	1
OG10039	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10039.fasta	PASS		351	349	432	0.994468322190385	0	36	35	0.972222222222222
OG1004	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1004.fasta	PASS		349	347	3645	0.997535607974289	0	36	36	1
OG10040	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10040.fasta	PASS		351	349	516	0.992931076608694	0	36	36	1
OG10041	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10041.fasta	PASS		351	349	711	0.989397071802498	0	36	36	1
OG10042	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10042.fasta	PASS		353	351	549	0.970108822567839	0	36	36	1
OG10043	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10043.fasta	PASS		351	349	450	0.992422795288125	0	36	35	0.972222222222222
OG10044	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10044.fasta	PASS		351	349	588	0.980839327134865	0	36	36	1
OG10045	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10045.fasta	PASS		349	347	438	0.971898727514376	0	36	35	0.972222222222222
OG10046	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10046.fasta	PASS		350	348	507	0.996622004579564	0	36	36	1
OG10047	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10047.fasta	PASS		349	347	489	0.996870635243366	0	36	36	1
OG10048	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10048.fasta	PASS		351	349	426	0.989930989951168	0	36	35	0.972222222222222
OG10049	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10049.fasta	PASS		353	351	534	0.972971819413767	0	36	36	1
OG1005	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1005.fasta	PASS		352	350	3699	0.985795388715097	0	36	35	0.972222222222222
OG10050	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10050.fasta	PASS		351	349	432	0.984207524143054	0	36	36	1
OG10051	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10051.fasta	PASS		354	352	477	0.992281303602058	0	36	36	1
OG10052	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10052.fasta	PASS		351	349	438	0.994465596420301	0	36	36	1
OG10053	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10053.fasta	PASS		350	348	471	0.993734289967543	0	36	36	1
OG10054	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10054.fasta	PASS		349	347	423	0.994679147846111	0	36	36	1
OG10055	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10055.fasta	PASS		352	350	495	0.980005772005772	0	36	36	1
OG10056	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10056.fasta	PASS		351	349	462	0.991211749091405	0	36	36	1
OG10057	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10057.fasta	PASS		353	351	486	0.991546785785469	0	36	36	1
OG10058	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10058.fasta	PASS		349	347	492	0.980887280054357	0	36	36	1
OG10059	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10059.fasta	PASS		351	349	447	0.993820631654519	0	36	36	1
OG1006	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1006.fasta	PASS		352	350	3789	0.982300644723448	0	36	36	1
OG10060	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10060.fasta	PASS		351	349	462	0.962880958582964	0	36	36	1
OG10061	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10061.fasta	PASS		349	347	522	0.960824582905473	0	36	36	1
OG10062	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10062.fasta	PASS		350	348	471	0.994808063059765	0	36	36	1
OG10063	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10063.fasta	PASS		351	349	441	0.996790311157892	0	36	36	1
OG10064	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10064.fasta	PASS		351	349	450	0.994269340974212	0	36	36	1
OG10065	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10065.fasta	PASS		349	347	444	0.99702079601215	0	36	35	0.972222222222222
OG10066	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10066.fasta	PASS		350	348	429	0.99524421938215	0	36	36	1
OG10067	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10067.fasta	PASS		351	349	432	0.994156584951714	0	36	35	0.972222222222222
OG10068	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10068.fasta	PASS		352	350	471	0.9899423718532	0	36	36	1
OG10069	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10069.fasta	PASS		352	350	525	0.983651700680272	0	36	36	1
OG1007	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1007.fasta	PASS		350	348	3786	0.995236533872525	0	36	36	1
OG10070	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10070.fasta	PASS		352	350	471	0.989469214437367	0	36	35	0.972222222222222
OG10071	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10071.fasta	PASS		349	347	471	0.994842049229979	0	36	35	0.972222222222222
OG10072	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10072.fasta	PASS		351	349	459	0.99573633974443	0	36	36	1
OG10073	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10073.fasta	PASS		351	349	459	0.995630216429138	0	36	36	1
OG10074	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10074.fasta	PASS		353	351	948	0.988510825008715	0	36	36	1
OG10075	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10075.fasta	PASS		350	348	435	0.995019157088123	0	36	36	1
OG10076	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10076.fasta	PASS		352	350	534	0.992418405564473	0	36	36	1
OG10077	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10077.fasta	PASS		351	349	471	0.973634101679655	0	36	35	0.972222222222222
OG10078	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10078.fasta	PASS		353	351	696	0.990458296492779	0	36	36	1
OG10079	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10079.fasta	PASS		353	351	759	0.994602284457357	0	36	36	1
OG1008	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1008.fasta	PASS		352	350	4101	0.983598425471139	0	36	36	1
OG10080	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10080.fasta	PASS		353	351	441	0.988836560265132	0	36	35	0.972222222222222
OG10081	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10081.fasta	PASS		349	347	501	0.991601810787647	0	36	35	0.972222222222222
OG10082	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10082.fasta	PASS		352	350	435	0.992794745484401	0	36	36	1
OG10083	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10083.fasta	PASS		350	348	438	0.984287251351493	0	36	36	1
OG10084	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10084.fasta	PASS		350	348	498	0.995891612426718	0	36	36	1
OG10085	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10085.fasta	PASS		351	349	441	0.994470758695073	0	36	36	1
OG10086	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10086.fasta	PASS		352	350	429	0.993419913419913	0	36	36	1
OG10087	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10087.fasta	PASS		352	350	462	0.993178726035869	0	36	36	1
OG10088	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10088.fasta	PASS		352	350	429	0.987805527805528	0	36	36	1
OG10089	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10089.fasta	PASS		351	349	597	0.892566941680705	0	36	36	1
OG1009	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1009.fasta	PASS		350	348	3612	0.996226658265552	0	36	36	1
OG10090	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10090.fasta	PASS		350	348	441	0.972997628170042	0	36	36	1
OG10091	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10091.fasta	PASS		353	351	471	0.986111867215901	0	36	36	1
OG10092	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10092.fasta	PASS		351	349	480	0.990174307545368	0	36	36	1
OG10093	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10093.fasta	PASS		350	348	432	0.99624840357599	0	36	36	1
OG10094	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10094.fasta	PASS		349	347	453	0.998625875527225	0	36	36	1
OG10095	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10095.fasta	PASS		351	349	573	0.991889067242733	0	36	35	0.972222222222222
OG10096	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10096.fasta	PASS		349	347	465	0.991813082953736	0	36	36	1
OG10097	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10097.fasta	PASS		350	348	438	0.988026819923372	0	36	36	1
OG10098	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10098.fasta	PASS		350	348	444	0.994738272755514	0	36	36	1
OG10099	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10099.fasta	PASS		351	349	462	0.966124610823751	0	36	35	0.972222222222222
OG101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG101.fasta	PASS		352	350	9387	0.990963794913939	0	36	36	1
OG1010	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1010.fasta	PASS		351	349	3789	0.992058144485507	0	36	36	1
OG10100	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10100.fasta	PASS		352	350	495	0.991809523809524	0	36	36	1
OG10101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10101.fasta	PASS		350	348	621	0.974984729857294	0	36	36	1
OG10102	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10102.fasta	PASS		350	348	504	0.989742975734355	0	36	36	1
OG10103	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10103.fasta	PASS		354	352	645	0.989341085271318	0	36	36	1
OG10104	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10104.fasta	PASS		352	350	591	0.987986463620981	0	36	36	1
OG10105	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10105.fasta	PASS		353	351	894	0.984231693403953	0	36	35	0.972222222222222
OG10106	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10106.fasta	PASS		353	351	693	0.958535291868625	0	36	36	1
OG10107	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10107.fasta	PASS		354	352	786	0.997347039093222	0	36	36	1
OG10108	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10108.fasta	PASS		353	351	522	0.991016362663872	0	36	36	1
OG10109	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10109.fasta	PASS		352	350	756	0.863590325018896	0	36	36	1
OG1011	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1011.fasta	PASS		351	349	3726	0.992236848783504	0	36	36	1
OG10110	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10110.fasta	PASS		353	351	468	0.993437553266613	0	36	36	1
OG10111	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10111.fasta	PASS		349	347	474	0.9781733727307	0	36	36	1
OG10112	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10112.fasta	PASS		351	349	432	0.902399713467049	0	36	36	1
OG10113	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10113.fasta	PASS		352	350	534	0.978715890850722	0	36	36	1
