og	file	panel_id	status	error	n_taxa_raw	n_taxa_metadata	n_ref	aln_len	n_sites_scanned	n_sites_biallelic	n_sites_pass	best_score
OG10006	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10006.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	444	444	49	24	0.107280771577521
OG10007	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10007.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	456	456	44	20	0.0880126066133833
OG10008	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10008.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	516	516	161	101	0.227031867614479
OG10009	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10009.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	486	486	82	64	0.207274096790681
OG1001	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1001.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	4110	4110	747	463	0.245166944494576
OG10010	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10010.fasta	P1_macroregion_africa_vs_asia	ok		354	352	320	819	819	43	32	0.0620471397891348
OG10011	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10011.fasta	P1_macroregion_africa_vs_asia	ok		354	352	320	681	681	123	74	0.106696656370549
OG10012	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10012.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	459	459	119	79	0.169521081743602
OG10013	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10013.fasta	P1_macroregion_africa_vs_asia	ok		353	351	319	603	603	172	115	0.125597949990404
OG10014	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10014.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	447	447	45	25	0.0926332836142984
OG10015	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10015.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	495	495	69	42	0.157427480128007
OG10016	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10016.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	588	588	199	119	0.147943694407809
OG10017	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10017.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	501	501	57	35	0.0263011006403711
OG10018	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10018.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	426	426	69	51	0.055118577498325
OG10019	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10019.fasta	P1_macroregion_africa_vs_asia	ok		352	350	318	528	528	136	81	0.130631094469278
OG1002	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1002.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	3816	3816	546	325	0.393673420605054
OG10020	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10020.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	480	480	78	49	0.0466159547493661
OG10021	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10021.fasta	P1_macroregion_africa_vs_asia	ok		354	352	320	699	699	24	14	0.0797773524475423
OG10022	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10022.fasta	P1_macroregion_africa_vs_asia	ok		348	346	317	444	444	74	49	0.0798738067304427
OG10023	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10023.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	441	441	42	25	0.00724931334143815
OG10024	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10024.fasta	P1_macroregion_africa_vs_asia	ok		351	349	320	528	528	115	76	0.18119235573984
OG10025	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10025.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	444	444	70	47	0.132824896830395
OG10026	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10026.fasta	P1_macroregion_africa_vs_asia	ok		354	352	320	606	606	25	14	0.0923003841916123
OG10027	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10027.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	591	591	148	92	0.124415951320222
OG10028	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10028.fasta	P1_macroregion_africa_vs_asia	ok		351	349	320	426	426	21	10	0.10237652495507
OG10029	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10029.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	627	627	175	106	0.120375924815037
OG1003	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1003.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	3861	3861	547	333	0.314417403501534
OG10030	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10030.fasta	P1_macroregion_africa_vs_asia	ok		353	351	319	447	447	36	20	0.0648153590617857
OG10031	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10031.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	486	486	63	49	0.0745333743636148
OG10032	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10032.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	441	441	72	41	0.0905677304671699
OG10033	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10033.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	528	528	138	85	0.155137529392465
OG10034	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10034.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	450	450	38	22	0.0324884379113733
OG10035	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10035.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	459	459	33	12	0.0365466829973824
OG10036	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10036.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	546	546	101	68	0.465245185667378
OG10037	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10037.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	432	432	58	37	0.154115327340697
OG10038	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10038.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	477	477	62	36	0.138116017424754
OG10039	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10039.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	432	432	19	10	0.0195247533775317
OG1004	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1004.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	3645	3645	391	256	0.170956247998168
OG10040	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10040.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	516	516	109	70	0.107922324530194
OG10041	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10041.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	711	711	129	79	0.193480848967527
OG10042	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10042.fasta	P1_macroregion_africa_vs_asia	ok		353	351	319	549	549	45	22	0.0306461405594043
OG10043	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10043.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	450	450	40	21	0.0648207400421491
OG10044	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10044.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	588	588	129	82	0.085783570779024
OG10045	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10045.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	438	438	33	22	0.0653229683477717
OG10046	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10046.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	507	507	78	47	0.146905294556301
OG10047	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10047.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	489	489	113	65	0.153395384100405
OG10048	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10048.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	426	426	36	24	0.296480033367145
OG10049	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10049.fasta	P1_macroregion_africa_vs_asia	ok		353	351	319	534	534	169	111	0.415201674794266
OG1005	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1005.fasta	P1_macroregion_africa_vs_asia	ok		352	350	318	3699	3699	583	361	0.184427656204834
OG10050	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10050.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	432	432	37	17	0.0420479220299242
OG10051	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10051.fasta	P1_macroregion_africa_vs_asia	ok		354	352	320	477	477	92	62	0.0896839253299822
OG10052	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10052.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	438	438	24	16	0.10045384856219
OG10053	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10053.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	471	471	76	46	0.204067613760101
OG10054	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10054.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	423	423	27	23	0.11480607125898
OG10055	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10055.fasta	P1_macroregion_africa_vs_asia	ok		352	350	320	495	495	74	51	0.0855755732335049
OG10056	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10056.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	462	462	78	46	0.153384747215081
OG10057	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10057.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	486	486	131	78	0.258158184962781
OG10058	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10058.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	492	492	144	92	0.155164380772009
OG10059	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10059.fasta	P1_macroregion_africa_vs_asia	ok		351	349	320	447	447	101	60	0.131668726232994
OG1006	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1006.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	3789	3789	622	393	0.259436191915232
OG10060	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10060.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	462	462	120	80	0.127305053716881
OG10061	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10061.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	522	522	133	95	0.207296414126578
OG10062	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10062.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	471	471	106	70	0.186837023516652
OG10063	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10063.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	441	441	69	47	0.140020791248513
OG10064	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10064.fasta	P1_macroregion_africa_vs_asia	ok		351	349	320	450	450	72	48	0.260021365397785
OG10065	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10065.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	444	444	56	21	0.151085784691206
OG10066	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10066.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	429	429	101	65	0.244406539600841
OG10067	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10067.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	432	432	60	45	0.0686567164179105
OG10068	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10068.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	471	471	96	68	0.205701650196651
OG10069	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10069.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	525	525	105	85	0.0322565624818113
OG1007	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1007.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	3786	3786	513	337	0.163280049031489
OG10070	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10070.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	471	471	105	58	0.22609929230247
OG10071	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10071.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	471	471	62	31	0.200392471025821
OG10072	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10072.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	459	459	81	57	0.204827230805857
OG10073	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10073.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	459	459	56	32	0.296365481041192
OG10074	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10074.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	948	948	128	68	0.173254927583578
OG10075	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10075.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	435	435	47	25	0.198428290766208
OG10076	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10076.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	534	534	78	46	0.0475923066123824
OG10077	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10077.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	471	471	87	50	0.322540187328634
OG10078	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10078.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	696	696	141	107	0.107989962487644
OG10079	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10079.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	759	759	204	139	0.247428682964951
OG1008	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1008.fasta	P1_macroregion_africa_vs_asia	ok		352	350	318	4101	4101	611	388	0.234009884520744
OG10080	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10080.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	441	441	70	41	0.216028255684221
OG10081	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10081.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	501	501	95	53	0.183225376383103
OG10082	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10082.fasta	P1_macroregion_africa_vs_asia	ok		352	350	320	435	435	63	36	0.0809015900621211
OG10083	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10083.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	438	438	19	13	0.0170462293740625
OG10084	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10084.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	498	498	57	38	0.284862295594681
OG10085	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10085.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	441	441	57	31	0.233895550056785
OG10086	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10086.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	429	429	49	30	0.0616686514353331
OG10087	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10087.fasta	P1_macroregion_africa_vs_asia	ok		352	350	320	462	462	54	43	0.083751665135353
OG10088	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10088.fasta	P1_macroregion_africa_vs_asia	ok		352	350	320	429	429	20	9	0.0096345143623561
OG10089	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10089.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	597	597	84	48	0.125087263448276
OG1009	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG1009.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	3612	3612	217	135	0.091151816161879
OG10090	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10090.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	441	441	80	55	0.131468936737707
OG10091	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10091.fasta	P1_macroregion_africa_vs_asia	ok		353	351	320	471	471	139	85	0.0925306420380471
OG10092	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10092.fasta	P1_macroregion_africa_vs_asia	ok		351	349	320	480	480	79	45	0.197761253072656
OG10093	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10093.fasta	P1_macroregion_africa_vs_asia	ok		350	348	318	432	432	42	21	0.15271497542302
OG10094	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10094.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	453	453	58	33	0.0680758146165241
OG10095	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10095.fasta	P1_macroregion_africa_vs_asia	ok		351	349	318	573	573	133	79	0.174373862727838
OG10096	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10096.fasta	P1_macroregion_africa_vs_asia	ok		349	347	318	465	465	56	38	0.518617519366647
OG10097	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10097.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	438	438	98	66	0.187412060408824
OG10098	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10098.fasta	P1_macroregion_africa_vs_asia	ok		350	348	319	444	444	70	43	0.132264581638811
OG10099	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG10099.fasta	P1_macroregion_africa_vs_asia	ok		351	349	319	462	462	77	52	0.267262937659384
OG101	C:/Users/virgilio/Documents/GitHub/PESTFLY/PESTFLY_origin_tracing_MolEcolRes_publication_pipeline/results/00_fasta/OG101.fasta	P1_macroregion_africa_vs_asia	ok		352	350	319	9387	9387	1856	1176	0.159761840689245
